HIP,Proxy,RAhms,DEdms,Vmag,VarFlag,r_Vmag,RAdeg,DEdeg,AstroRef,Plx,pmRA,pmDE,e_RAdeg,e_DEdeg,e_Plx,e_pmRA,e_pmDE,DE:RA,Plx:RA,Plx:DE,pmRA:RA,pmRA:DE,pmRA:Plx,pmDE:RA,pmDE:DE,pmDE:Plx,pmDE:pmRA,F1,F2,BTmag,e_BTmag,VTmag,e_VTmag,m_BTmag,B-V,e_B-V,r_B-V,V-I,e_V-I,r_V-I,CombMag,Hpmag,e_Hpmag,Hpscat,o_Hpmag,m_Hpmag,Hpmax,HPmin,Period,HvarType,moreVar,morePhoto,CCDM,n_CCDM,Nsys,Ncomp,MultFlag,Source,Qual,m_HIP,theta,rho,e_rho,dHp,e_dHp,Survey,Chart,Notes,HD,BD,CoD,CPD,(V-I)red,SpType,r_SpType
91971," ",18 44 46.34,+37 36 18.2,4.34,,H,281.19306613,37.60505025," ",21.23,29.26,26.57,0.44,0.43,0.54,0.5,0.61,-0.05,-0.05,-0.08,0.11,-0.03,-0.2,-0.04,0.19,0.06,-0.15,0,-1.19,4.585,0.002,4.358,0.002," ",0.192,0.01,G,0.18,0.03,C," ",4.3992,5.0E-4,0.005,129," ",4.39,4.41,," "," "," ",18448+3736,I,2,1," "," "," ","  ",,,,,,S," "," ",173648,"B+37 3222 ","          ","          ",0.18,Am,X
3031," ",00 38 33.50,+29 18 44.5,4.34,,H,9.63958024,29.312369," ",19.34,-229.41,-254.08,0.69,0.53,0.76,0.73,0.49,0.32,0.21,0.03,0.29,-0.05,-0.14,0.0,0.04,0.06,0.33,2,0.74,5.439,0.003,4.447,0.003," ",0.871,0.003,G,0.92,0.01,G," ",4.4995,7.0E-4,0.005,73," ",4.49,4.51,,C," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",3546,"B+28  103 ","          ","          ",0.92,G5III...,X
31125," ",06 31 51.37,-23 25 06.4,4.34,1,T,97.96403433,-23.41843727," ",1.59,-2.72,6.45,0.31,0.45,0.7,0.4,0.51,-0.04,0.1,0.26,0.21,-0.18,-0.1,-0.14,0.03,-0.03,-0.03,0,-0.47,4.038,0.002,4.296,0.002," ",-0.245,0.005,G,-0.24,0.02,A," ",4.2586,0.0021,0.018,188," ",4.23,4.28,0.21,P,1,A,06319-2325,I,1,1," "," "," ","  ",,,,,,S," "," ",46328,"          ",C-23  3991,P-23  1312,-0.24,B1III,4
85355," ",17 26 30.88,+04 08 25.2,4.34,,G,261.62866503,4.14034239," ",2.78,1.25,7.09,0.77,0.47,0.92,0.76,0.53,0.16,-0.49,-0.01,0.45,0.29,-0.14,0.39,0.37,-0.3,0.21,0,-0.09,6.285,0.005,4.497,0.003," ",1.48,0.6,G,1.44,0.02,A," ",4.4833,0.001,0.008,72," ",4.47,4.49,," "," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",157999,"B+04 3422 ","          ","          ",1.44,K3IIvar,X
92161," ",18 47 01.22,+18 10 52.4,4.34,,H,281.75509317,18.18122968," ",35.17,83.74,119.01,0.44,0.45,0.68,0.56,0.59,0.18,-0.14,-0.15,0.18,-0.36,0.24,-0.4,-0.27,0.21,0.02,0,0.23,4.514,0.002,4.36,0.002," ",0.148,0.003,T,0.16,0.0,L," ",4.3895,5.0E-4,0.004,138," ",4.38,4.4,,C," "," ",18470+1811,I,1,1,G," "," ","  ",,,,,,S," "," ",173880,"B+18 3823 ","          ","          ",0.13,A5III,X
27100," ",05 44 46.42,-65 44 07.9,4.34,,G,86.19341279,-65.7355408," ",22.48,-28.38,6.12,0.42,0.44,0.46,0.35,0.47,-0.06,0.24,-0.14,-0.33,0.04,-0.09,0.04,-0.19,0.04,-0.02,2,0.39,4.61,0.002,4.367,0.002," ",0.217,0.009,G,0.27,0.02,A," ",4.3927,5.0E-4,0.005,112," ",4.39,4.4,,C," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",39014,"          ","          ",P-65   496,0.27,A7V,X
40888," ",08 20 38.89,-77 29 04.5,4.34,,G,125.16203304,-77.4845764," ",21.22,-129.09,40.78,0.45,0.44,0.47,0.48,0.48,-0.01,0.09,0.07,0.18,-0.17,0.2,-0.2,0.18,-0.04,-0.12,0,1.12,5.848,0.003,4.47,0.002," ",1.161,0.002,G,1.1,0.02,A," ",4.5099,5.0E-4,0.005,119," ",4.5,4.52,,C," "," ",08206-7729,I,1,1," "," "," ","  ",,,,,,S," "," ",71701,"          ","          ",P-77   383,1.1,K0III-IV,X
45496," ",09 16 12.10,-57 32 29.2,4.34,1,H,139.05042678,-57.54143764," ",6.08,-27.77,-14.77,0.43,0.42,0.5,0.44,0.43,0.15,-0.12,0.08,-0.03,-0.09,0.07,-0.13,-0.19,0.29,0.08,0,-1.8,6.479,0.004,4.525,0.002," ",1.602,0.079,G,1.83,0.02,A," ",4.4359,0.0011,0.009,127," ",4.42,4.45,,M," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",80230,"          ","          ",P-57  1961,1.83,M1III,1
47175," ",09 36 49.66,-49 21 18.5,4.34,,G,144.2069042,-49.3551286," ",30.35,-130.56,42.29,0.49,0.46,0.58,0.57,0.53,0.17,0.1,0.08,-0.33,0.03,-0.11,0.04,-0.01,0.0,0.16,0,-1.11,4.559,0.002,4.363,0.002," ",0.173,0.005,G,0.18,0.02,A," ",4.3954,4.0E-4,0.005,114," ",4.39,4.41,," "," "," ",09368-4921,I,1,1," "," "," ","  ",,,,,,S," "," ",83446,"          ",C-48  4836,P-48  2562,0.18,A5V,X
76552," ",15 38 03.32,-42 34 02.9,4.34,,H,234.51384287,-42.56748493," ",14.19,-147.6,56.35,0.59,0.51,0.73,0.63,0.66,-0.32,-0.19,-0.13,0.07,-0.07,-0.09,-0.03,0.32,-0.14,-0.41,0,-0.42,6.193,0.004,4.506,0.002," ",1.412,0.013,G,1.42,0.02,A," ",4.4791,7.0E-4,0.006,91," ",4.47,4.49,,C," "," ",15381-4234,I,1,1," "," "," ","  ",,,,,,S," "," ",139127,"          ",C-42 10601,P-42  7111,1.42,K4.5III,X
68523," ",14 01 43.49,-45 36 12.1,4.34,,H,210.43121648,-45.60336989," ",7.28,3.89,-20.94,0.83,0.54,0.8,1.14,0.77,-0.02,-0.16,0.25,-0.61,-0.22,-0.09,-0.2,-0.25,-0.24,0.16,2,1.56,5.075,0.004,4.404,0.003," ",0.598,0.011,G,0.65,0.02,A," ",4.4632,5.0E-4,0.004,74," ",4.46,4.47,,C," "," ","          "," ",,1,G," "," ","  ",,,,,,S," "," ",122223,"          ",C-44  9040,P-44  6613,0.65,F6II,X
14838," ",03 11 37.67,+19 43 36.1,4.35,,H,47.90695691,19.72669777," ",19.44,154.61,-8.39,0.87,0.68,1.23,1.09,1.18,0.39,0.35,-0.3,0.32,0.08,0.17,0.3,-0.08,0.54,0.56,0,0.24,5.665,0.004,4.459,0.003," ",1.033,0.005,G,0.96,0.01,G," ",4.5117,7.0E-4,0.004,64," ",4.51,4.52,," "," "," ","          "," ",,1," "," ",S,"  ",,,,,,S," "," ",19787,"B+19  477 ","          ","          ",0.96,K2IIIvar,X
43234," ",08 48 25.98,+05 50 16.4,4.35,,G,132.10825351,5.83788486," ",9.67,-17.51,-29.79,0.78,0.47,1.0,1.09,0.68,-0.05,0.14,-0.14,0.07,0.1,-0.25,0.08,0.55,-0.22,-0.08,2,-1.52,4.323,0.002,4.341,0.003," ",-0.044,0.007,G,-0.03,0.02,A," ",4.3465,4.0E-4,0.004,90," ",4.34,4.36,,C," "," ",08484+0550,I,1,1," "," "," ","  ",,,,,,S," "," ",75137,"B+06 2040 ","          ","          ",-0.03,A0Vn,X
33449," ",06 57 16.60,+58 25 23.0,4.35,,G,104.31916052,58.42305973," ",19.14,6.58,-123.53,0.54,0.45,0.76,0.59,0.59,-0.02,0.29,0.01,0.19,0.2,-0.12,0.2,-0.12,0.12,-0.19,0,1.17,5.418,0.004,4.449,0.004," ",0.85,0.002,G,0.85,0.03,C," ",4.5021,6.0E-4,0.004,77," ",4.5,4.51,,D," "," ",06573+5825,I,1,1," "," ",S,"  ",,,,,,S," "," ",50522,"B+58  982 ","          ","          ",0.85,G5III-IV,X
85822," ",17 32 12.90,+86 35 10.8,4.35,,H,263.05373826,86.58632924," ",17.85,10.54,53.97,0.42,0.44,0.48,0.47,0.49,0.08,-0.08,0.04,0.07,0.14,0.02,0.13,0.15,-0.04,0.23,0,-1.33,4.391,0.002,4.352,0.002," ",0.021,0.002,G,0.04,0.01,G," ",4.3641,5.0E-4,0.004,123," ",4.36,4.37,,C," "," ","          "," ",,1," "," ",S,"  ",,,,,,S," "," ",166205,"B+86  269 ","          ","          ",0.04,A1Vn,X
94713," ",19 16 22.10,+38 08 01.4,4.35,1,H,289.09206426,38.13372778," ",4.24,-0.49,1.23,0.39,0.38,0.49,0.41,0.49,-0.03,-0.2,-0.11,0.06,0.06,-0.07,0.08,0.14,-0.1,-0.06,0,-1.34,5.969,0.003,4.481,0.002," ",1.258,0.01,G,1.13,0.03,C," ",4.5178,7.0E-4,0.006,126," ",4.51,4.53,,M," "," ",19164+3808,I,1,1," "," "," ","  ",,,,,,S," "," ",180809,"B+37 3398 ","          ","          ",1.13,K0II,X
22509," ",04 50 36.72,+08 54 00.9,4.35,,H,72.65300943,8.90025258," ",16.84,-0.87,-31.57,0.96,0.87,1.28,1.52,1.34,0.34,0.22,-0.48,0.29,0.48,0.0,0.31,0.72,-0.34,0.7,3,0.2,4.378,0.003,4.355,0.002," ",0.01,0.004,G,0.04,0.02,A," ",4.3669,6.0E-4,0.003,50," ",4.36,4.37,," "," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",30739,"B+08  777 ","          ","          ",0.04,A1Vn,X
60742," ",12 26 56.33,+28 16 07.0,4.35,,H,186.73469831,28.26861975," ",19.18,-83.41,-80.99,0.67,0.57,0.83,0.9,0.63,-0.17,-0.01,-0.31,0.08,0.16,0.06,0.08,-0.35,0.03,-0.4,2,0.39,5.807,0.003,4.47,0.003," ",1.128,0.0,G,1.04,0.03,C," ",4.5164,7.0E-4,0.005,78," ",4.51,4.53,,C," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",108381,"B+29 2288 ","          ","          ",1.04,K2IIICN+...,X
39794,H,08 07 55.84,-68 37 01.7,4.35,,G,121.98266997,-68.61713647,A,5.08,-29.88,30.58,0.58,0.57,0.56,0.63,0.56,0.03,0.16,0.07,-0.14,-0.19,0.0,-0.18,-0.09,-0.18,-0.24,0,1.61,4.186,0.004,4.309,0.005,*,-0.113,0.003,G,-0.1,0.02,A,*,4.3109,7.0E-4,0.005,102,*,4.3,4.32,,D," "," ",08079-6837,I,1,2,C," ",A,AB,24,6.048,0.011,3.11,0.05,S," "," ",68520,"          ","          ",P-68   736,-0.1,B6IV,X
31407," ",06 34 58.59,-52 58 32.3,4.35,,H,98.74411397,-52.97563454," ",1.85,-7.65,11.33,0.49,0.45,0.51,0.55,0.5,0.01,0.08,-0.05,-0.19,-0.09,0.17,-0.05,0.03,-0.05,-0.17,0,-2.9,4.347,0.003,4.371,0.002," ",-0.021,0.016,G,0.06,0.02,A," ",4.3706,4.0E-4,0.004,113," ",4.36,4.38,,C," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",47306,"          ","          ",P-52   953,0.06,B9III,X
74857," ",15 17 49.84,-30 08 55.2,4.35,,H,229.45768699,-30.14866233," ",10.59,-8.71,-4.47,0.71,0.68,1.0,0.88,0.7,-0.22,0.01,-0.48,0.25,-0.24,0.48,0.0,0.34,-0.29,-0.31,0,2.61,5.76,0.004,4.466,0.003," ",1.1,0.004,T,1.03,0.02,A," ",4.5203,0.001,0.005,50," ",4.51,4.54,," "," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",135758,"          ",C-29 11630,P-29  4142,1.03,K1II/III,3
107380," ",21 44 56.79,-33 01 32.0,4.35,,H,326.2366159,-33.02555306," ",15.93,31.79,-94.0,0.67,0.49,0.8,0.81,0.54,0.32,-0.14,-0.17,-0.01,-0.07,0.32,-0.03,0.24,0.02,0.35,0,-0.42,4.294,0.002,4.332,0.002," ",-0.053,0.005,G,-0.05,0.02,A," ",4.3337,4.0E-4,0.004,88," ",4.33,4.34,,C," "," ",21449-3302,I,1,1," "," "," ","  ",,,,,,S," "," ",206742,"          ",C-33 15734,P-33  6184,-0.05,B9.5V,3
90098,T,18 23 13.62,-61 29 38.1,4.35,1,G,275.80675239,-61.49390506," ",7.76,0.53,1.7,0.78,0.5,0.77,1.91,0.83,-0.06,-0.41,0.0,0.25,-0.24,-0.09,-0.48,-0.05,0.26,-0.54,0,1.42,6.297,0.004,4.537,0.003," ",1.462,0.004,G,1.5,0.02,A," ",4.4875,0.0021,0.01,73," ",4.47,4.5,,U,2," ",18232-6130,I,1,1,G," "," ","  ",,,,,,S," "," ",168339,"          ","          ",P-61  6140,1.5,M1III SB,G
19038," ",04 04 41.66,+22 04 55.4,4.36,,H,61.17357446,22.0820679," ",18.04,91.73,-58.52,0.76,0.54,0.84,0.87,0.72,0.11,0.32,-0.07,0.0,0.09,-0.12,0.05,0.1,-0.12,0.18,0,1.97,5.728,0.004,4.467,0.003," ",1.064,0.009,G,1.02,0.01,G," ",4.5241,9.0E-4,0.004,51," ",4.52,4.53,,C," "," ",04047+2204,I,1,1," "," "," ","  ",,,,,,S," "," ",25604,"B+21  585 ","          ","          ",1.02,K0III,X
16335," ",03 30 34.48,+47 59 42.6,4.36,,G,52.64367585,47.99517199," ",9.23,1.56,18.13,0.62,0.58,0.83,0.7,0.78,0.25,0.15,-0.37,0.01,-0.1,0.06,-0.14,0.08,0.16,0.52,0,-1.15,6.153,0.004,4.503,0.003," ",1.367,0.004,G,1.42,0.03,C," ",4.4945,8.0E-4,0.006,74," ",4.48,4.5,," "," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",21552,"B+47  843 ","          ","          ",1.42,K3III,X
10324," ",02 13 00.01,+08 50 48.3,4.36,,G,33.25004577,8.8467523,+,9.01,-26.23,-14.4,1.5,2.05,1.28,3.57,3.57,0.48,0.03,-0.51,-0.61,-0.87,0.33,-0.54,-0.83,0.42,0.83,0,0.52,5.488,0.003,4.466,0.002," ",0.878,0.024,G,0.9,0.02,A," ",4.5172,7.0E-4,0.004,60," ",4.51,4.52,,C," "," ","          "," ",,1,O," "," ","  ",,,,,,S," "," ",13611,"B+08  345 ","          ","          ",0.9,G8II:,X
28199," ",05 57 32.21,-35 16 59.9,4.36,1,T,89.38421613,-35.28330688," ",3.82,-2.65,11.19,0.42,0.44,0.54,0.48,0.5,0.02,0.19,-0.08,0.1,-0.09,0.19,-0.09,0.16,-0.09,-0.02,0,-2.06,4.149,0.003,4.333,0.002," ",-0.165,0.015,G,-0.16,0.02,A," ",4.3092,0.0021,0.015,134," ",4.28,4.32,,U,2,C,05575-3517,I,1,1," "," "," ","  ",,,,,,S," "," ",40494,"          ",C-35  2612,P-35   780,-0.16,B2.5IV,3
33347," ",06 56 08.23,-17 03 15.3,4.36,,H,104.03427636,-17.05424675," ",1.06,-2.46,1.91,0.46,0.47,0.65,0.57,0.55,-0.34,0.12,-0.18,0.15,0.11,-0.22,0.05,-0.11,0.16,-0.45,0,-0.86,4.292,0.002,4.377,0.002," ",-0.063,0.018,G,0.01,0.02,G," ",4.369,4.0E-4,0.005,107," ",4.36,4.38,," "," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",51309,"B-16 1661 ","          ","          ",0.01,B3Ib/II,4
24327,H,05 13 13.89,-12 56 28.6,4.36,,G,78.30785422,-12.94128833,A,5.83,-12.22,-1.32,0.61,0.52,0.69,0.59,0.55,-0.1,0.22,-0.28,0.01,-0.21,0.06,-0.18,-0.15,-0.01,-0.09,2,-0.34,4.301,0.004,4.411,0.005,A,-0.094,0.009,G,-0.07,0.02,A,*,4.3328,6.0E-4,0.004,92,*,4.33,4.34,,D," "," ",05132-1256,I,1,2,C," ",A,AB,357,2.179,0.004,2.57,0.03,S," "," ",33949,"B-13 1092 ","          ","          ",-0.07,B7V,4
39863," ",08 08 35.66,-02 59 01.6,4.36,,H,122.14857362,-2.98377649," ",1.76,-16.79,-3.89,0.63,0.45,0.88,0.8,0.52,-0.29,0.29,-0.32,0.27,0.18,-0.1,0.1,0.12,-0.13,-0.2,0,-0.51,5.593,0.003,4.466,0.002," ",0.97,0.04,G,0.92,0.02,A," ",4.522,8.0E-4,0.006,95," ",4.51,4.53,," "," "," ",08086-0259,I,1,1," "," "," ","  ",,,,,,S," "," ",67594,"B-02 2450 ","          ","          ",0.92,G2Ib,X
22701," ",04 52 53.68,-05 27 09.9,4.36,,H,73.2236682,-5.45275591," ",14.39,-18.01,25.03,0.8,0.47,0.88,0.85,0.56,-0.18,0.38,-0.31,0.34,-0.08,-0.12,-0.22,0.4,-0.28,0.0,0,-0.44,4.691,0.003,4.406,0.004," ",0.257,0.014,G,0.33,0.02,A," ",4.4373,9.0E-4,0.005,77," ",4.43,4.45,," "," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",31109,"B-05 1068 ","          ","          ",0.33,A9IV,X
96468," ",19 36 43.28,-01 17 11.6,4.36,1,G,294.18031892,-1.28655047," ",10.61,1.89,-20.75,0.82,0.46,0.94,0.91,0.42,-0.06,-0.32,-0.04,-0.14,0.12,0.23,0.07,-0.39,0.06,-0.14,0,3.35,4.247,0.003,4.341,0.003," ",-0.079,0.008,G,-0.06,0.02,A," ",4.3265,7.0E-4,0.006,95," ",4.32,4.34,,M," "," ",19367-0117,I,1,1," "," "," ","  ",,,,,,S," "," ",184930,"B-01 3782 ","          ","          ",-0.06,B5III,X
2484," ",00 31 32.56,-62 57 29.1,4.36,,G,7.88566992,-62.95808549," ",23.35,82.48,-54.37,0.41,0.42,0.52,0.42,0.47,-0.04,0.07,-0.15,-0.04,0.12,0.07,0.13,0.21,0.05,0.06,3,1.83,4.278,0.002,4.33,0.003," ",-0.064,0.009,G,-0.02,0.01,L," ",4.3328,0.0012,0.015,140," ",4.25,4.34,,D," "," ",00316-6258,I,2,1," "," ",S,"  ",,,,,,S," "," ",2884,"          ","          ",P-63    50,-0.02,B9V,X
3405," ",00 43 21.24,-57 27 47.2,4.36,,H,10.83851683,-57.46309763," ",13.57,-5.16,15.5,0.41,0.42,0.57,0.54,0.47,-0.06,-0.06,-0.12,-0.16,0.02,0.04,0.02,0.03,0.15,-0.01,0,1.39,4.361,0.002,4.365,0.002," ",0.024,0.015,G,0.02,0.02,A," ",4.37,5.0E-4,0.005,140," ",4.36,4.38,,C," "," ",00434-5728,I,1,1,G," "," ","  ",,,,,,S," "," ",4150,"          ","          ",P-58    42,0.02,A0IV,X
68862," ",14 06 02.79,-41 10 46.5,4.36,,G,211.5116084,-41.17958035," ",7.31,-24.42,-21.63,0.54,0.5,0.75,0.57,0.65,-0.19,-0.35,-0.13,0.12,0.03,0.06,-0.05,-0.17,0.14,-0.38,0,1.03,4.105,0.003,4.323,0.003," ",-0.198,0.015,G,-0.21,0.02,A," ",4.2874,7.0E-4,0.005,75," ",4.28,4.3,,C," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",122980,"          ",C-40  8405,P-40  6441,-0.21,B2V,X
154," ",00 01 57.59,-06 00 50.3,4.37,2,H,0.48996506,-6.01397169," ",7.86,46.62,-41.32,0.8,0.41,0.94,1.09,0.44,0.19,-0.09,-0.21,0.03,-0.03,0.5,0.07,-0.26,0.36,0.43,0,2.73,6.483,0.006,4.588,0.005," ",1.631,0.011,G,2.35,0.02,A," ",4.412,0.0045,0.043,116," ",4.35,4.46,,U,2,C,"          "," ",,1," "," ",S,"  ",,,,,,S," "," ",224935,"B-06 6345 ","          ","          ",2.35,M3III,X
29807," ",06 16 33.14,-35 08 26.6,4.37,,H,94.13806399,-35.14073157," ",17.83,0.39,87.58,0.42,0.45,0.55,0.47,0.48,-0.07,0.22,-0.01,-0.07,-0.04,0.06,-0.03,-0.06,-0.02,-0.14,0,-1.36,5.631,0.003,4.478,0.002," ",0.978,0.049,G,0.94,0.02,A," ",4.5365,4.0E-4,0.004,121," ",4.53,4.54,," "," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",43785,"          ",C-35  2800,P-35   877,0.94,G8II,3
88886," ",18 08 45.49,+20 48 52.5,4.37,,H,272.1895526,20.81457203," ",2.14,-2.71,-6.2,0.47,0.47,0.63,0.47,0.5,0.02,-0.17,0.15,0.28,0.39,0.06,0.4,0.11,0.01,0.12,0,1.87,4.145,0.002,4.338,0.002," ",-0.164,0.013,G,-0.19,0.03,C," ",4.3015,4.0E-4,0.004,113," ",4.3,4.31,,C," "," ",18088+2049,I,1,1," "," "," ","  ",,,,,,S," "," ",166182,"B+20 3674 ","          ","          ",-0.19,B2IV,X
53773," ",11 00 09.25,-42 13 33.1,4.37,,H,165.03852431,-42.22586959," ",15.99,23.0,4.5,0.32,0.46,0.75,0.34,0.48,0.02,-0.02,0.41,0.21,-0.02,-0.01,-0.09,-0.25,-0.14,-0.17,1,-0.76,4.52,0.002,4.389,0.002," ",0.116,0.005,G,0.13,0.02,A," ",4.4145,4.0E-4,0.004,180," ",4.41,4.42,,C," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",95370,"          ",C-41  6276,P-41  5054,0.13,A3IV,X
35415,H,07 18 42.49,-24 57 15.8,4.37,1,H,109.67703283,-24.95438447,*,1.02,-1.82,3.74,0.59,0.94,0.71,0.45,0.59,0.29,0.04,0.02,-0.13,0.03,-0.08,0.02,-0.17,0.0,0.1,7,3.02,4.185,0.002,4.373,0.002,*,-0.132,0.03,G,-0.1,0.02,A,*,4.3329,0.0014,0.02,216,*,4.31,4.37,1.28,P,1,A,07187-2457,I,1,2,C," ",A,PA,299,0.151,0.003,0.44,0.1,S," ",P,57061,"          ",C-24  5176,P-24  2216,-0.1,O9Ib,4
98412," ",19 59 44.17,-35 16 34.5,4.37,,G,299.93405965,-35.27624433," ",5.28,6.02,-25.15,0.83,0.47,0.9,0.9,0.6,0.06,-0.46,-0.03,0.09,-0.09,0.23,-0.06,-0.1,-0.02,0.11,0,-0.99,4.174,0.003,4.339,0.003," ",-0.15,0.003,G,-0.15,0.02,A," ",4.3114,5.0E-4,0.004,79," ",4.3,4.32,,C," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",189103,"          ",C-35 13831,P-35  8699,-0.15,B2.5IV,3
99255,H,20 08 53.32,+77 42 40.9,4.38,,G,302.22215174,77.71136178,A,9.97,11.11,23.72,0.49,0.47,0.47,0.49,0.49,0.02,-0.24,0.04,0.0,0.15,-0.17,0.14,0.02,-0.01,0.12,0,0.65,4.344,0.002,4.391,0.002,A,-0.046,0.003,G,-0.06,0.03,C,*,4.3714,4.0E-4,0.004,108,*,4.37,4.38,,D," "," ",20088+7743,I,1,2,C," ",A,AB,120,7.383,0.018,3.94,0.09,S," "," ",192907,"B+77  764 ","          ","          ",-0.06,B9III,X
115669," ",23 26 02.82,-20 38 30.7,4.38,1,H,351.51173897,-20.64186122," ",10.57,-50.13,-62.97,0.69,0.59,0.72,0.77,0.69,0.2,0.01,-0.12,0.12,0.22,0.06,0.23,0.45,-0.07,0.21,0,0.85,6.308,0.005,4.546,0.004," ",1.46,0.037,G,1.52,0.02,A," ",4.5083,0.0011,0.009,59," ",4.5,4.52,,M," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",220704,"B-21 6420 ","          ","          ",1.52,K4III,4
64238,H,13 09 57.01,-05 32 20.1,4.38,,G,197.48755015,-5.53892987,A,7.86,-35.08,-32.8,1.26,1.1,1.11,1.03,0.96,-0.07,-0.16,0.04,0.05,-0.22,0.05,-0.16,0.24,-0.12,-0.36,12,1.08,4.381,0.003,4.381,0.003,*,-0.008,0.005,G,0.01,0.02,A,*,4.369,0.0011,0.007,53,*,4.36,4.38,,D," "," ",13099-0532,I,1,2,C," ",A,AD,338,0.47,0.007,2.34,0.04,S," "," ",114330,"B-04 3430 ","          ","          ",0.01,A1V,X
116231," ",23 32 58.19,-37 49 06.1,4.38,,H,353.2424506,-37.81835895," ",18.28,96.39,37.58,0.5,0.54,0.8,0.52,0.6,0.25,0.06,-0.1,0.25,0.13,0.1,0.12,0.26,-0.28,0.18,0,1.42,4.266,0.002,4.361,0.002," ",-0.095,0.004,G,-0.09,0.02,A," ",4.3517,4.0E-4,0.004,112," ",4.35,4.36,," "," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",221507,"          ",C-38 15527,P-38  8543,-0.09,B9.5IVMNpe.,3
17884," ",03 49 31.29,+65 31 33.6,4.39,2,H,57.38035594,65.52600645," ",3.38,-2.5,-13.98,0.4,0.45,0.63,0.45,0.57,0.05,0.09,-0.01,-0.34,0.0,0.19,-0.04,-0.09,-0.03,0.19,1,-0.12,6.863,0.007,4.64,0.007," ",1.87,0.029,G,2.58,0.03,C," ",4.3978,0.0067,0.056,148," ",4.33,4.49,,U,2,C,"          "," ",,1," "," ",S,"  ",,,,,,S," "," ",23475,"B+65  369 ","          ","          ",2.58,M1III,X
73620," ",15 02 54.07,+02 05 28.6,4.39,,H,225.7252916,2.09127129," ",17.78,-55.93,12.94,1.11,0.67,0.9,1.19,0.79,0.15,-0.33,-0.05,0.67,0.25,0.0,0.31,0.35,-0.06,0.25,4,0.64,5.739,0.005,4.514,0.004," ",1.026,0.04,G,1.04,0.02,A," ",4.5583,8.0E-4,0.005,36," ",4.55,4.57,," "," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",133165,"B+02 2905 ","          ","          ",1.04,K0III,X
96837," ",19 41 02.93,+17 28 34.0,4.39,,H,295.26222378,17.47612356," ",6.99,9.06,-33.9,0.42,0.39,0.67,0.48,0.43,0.08,-0.12,-0.08,-0.21,-0.11,0.01,-0.12,-0.26,0.11,-0.03,0,-1.06,5.716,0.003,4.497,0.002," ",1.041,0.019,G,0.96,0.03,C," ",4.5523,4.0E-4,0.004,140," ",4.54,4.56,," "," "," ","          "," ",,1," "," "," ","  ",,,,,,S," "," ",185958,"B+17 4048 ","          ","          ",0.96,G8II,X
96757," ",19 40 05.78,+18 00 50.2,4.39,,H,295.02409394,18.01393839," ",6.89,15.09,-19.72,0.42,0.4,0.69,0.45,0.43,0.01,-0.14,0.04,-0.05,-0.12,0.08,-0.15,-0.19,0.02,-0.13,0,-0.8,5.357,0.002,4.472,0.002," ",0.777,0.014,G,0.77,0.02,G," ",4.5281,6.0E-4,0.004,129," ",4.52,4.54,," "," "," ",19401+1801,I,1,1," "," "," ","  ",,,,,,S," "," ",185758,"B+17 4042 ","          ","          ",0.77,G0II,X
39311," ",08 02 15.95,+02 20 03.5,4.39,,G,120.56647202,2.33431429," ",12.49,-28.04,105.49,0.95,0.6,0.98,1.41,0.85,0.19,0.05,-0.4,-0.34,-0.3,0.24,-0.29,-0.1,0.18,0.46,0,1.32,6.029,0.006,4.531,0.003," ",1.252,0.008,G,1.27,0.02,A," ",4.5441,0.001,0.006,42," ",4.53,4.56,,C," "," ",08022+0221,I,1,1," "," "," ","  ",,,,,,S," "," ",66141,"B+02 1854 ","          ","          ",1.27,K2III,X
30419," ",06 23 46.10,+04 35 34.2,4.39,,H,95.94207368,4.59283881,A,25.39,-20.88,10.75,1.19,0.93,1.02,1.28,0.99,0.02,0.16,-0.33,-0.06,-0.13,-0.21,-0.28,-0.16,-0.09,0.01,11,2.7,4.644,0.004,4.433,0.003,A,0.215,0.015,G,0.25,0.02,A," ",4.4559,0.0052,0.016,41,A,4.44,4.49,,D," "," ",06237+0436,I,2,1,C,P,A,"  ",,,,,,S," "," ",44769,"B+04 1236 ","          ","          ",0.25,A5IV,X
